Ativo,Rentabilidade,Vencimento
CPFE3-04,0.0390953535230349,3
BRAP4-04,0.0832699054552732,3
ENBR3-04,0.0407101220681005,3
SMTO3-04,0.0657227605529374,3
CYRE3-04,0.0200641985399186,3
ARZZ3-04,0.0443879217323289,3
SLCE3-04,0.0964070158950998,3
USIM5-04,0.000837795409097009,3
BEEF3-04,0.0470883273017269,3
DXCO3-04,0.0149279419047657,3
MRFG3-04,0.0503619929837145,3
VALE3-05,0.0631287408339338,4
PETR4-05,0.118135456261748,4
ITUB4-05,0.0149404298488902,4
PETR3-05,0.109377264474234,4
B3SA3-05,0.0293015938377195,4
ELET3-05,0.0298609598016952,4
BBAS3-05,0.0303935716189467,4
RENT3-05,0.0627713478033665,4
ITSA4-05,0.0101400699018894,4
WEGE3-05,0.141459469253509,4
BPAC11-05,0.108877143909649,4
SUZB3-05,0.0378167827824405,4
EQTL3-05,0.0656261141822809,4
RADL3-05,0.0782261785831582,4
PRIO3-05,0.296293430957383,4
GGBR4-05,0.0952966629309222,4
RAIL3-05,0.00786411857217328,4
JBSS3-05,0.0040837904856672,4
CSAN3-05,0.0576624460083837,4
BBSE3-05,0.0269879034859291,4
ENEV3-05,0.0735054925214393,4
SBSP3-05,0.0285189705743014,4
CMIG4-05,0.0623819703324182,4
VIVT3-05,0.028951676673048,4
HYPE3-05,0.0555475316823208,4
KLBN11-05,0.0516989778788808,4
TOTS3-05,0.0806605147465818,4
CCRO3-05,0.00990105286362586,4
CPLE6-05,0.0951728003528476,4
ELET6-05,0.0482613216544354,4
ENGI11-05,0.0208511687705875,4
EGIE3-05,0.030288850349558,4
TAEE11-05,0.0821273249810601,4
GOAU4-05,0.0973981655768699,4
CSNA3-05,0.00851475839692961,4
MULT3-05,0.00819474527672215,4
CPFE3-05,0.0491057165958677,4
BRAP4-05,0.105149031969589,4
ENBR3-05,0.0511440182935305,4
SMTO3-05,0.0828175880413131,4
CYRE3-05,0.0251428372802402,4
ARZZ3-05,0.0557894080815882,4
SLCE3-05,0.121927407229478,4
USIM5-05,0.0010473539104634,4
BEEF3-05,0.0592028673171046,4
DXCO3-05,0.0186946175666269,4
MRFG3-05,0.0633439101960265,4
VALE3-06,0.0762248878206828,5
PETR4-06,0.143387139522009,5
ITUB4-06,0.0179551957851103,5
PETR3-06,0.132648393834935,5
B3SA3-06,0.0352641480060156,5
ELET3-06,0.0359393122113056,5
BBAS3-06,0.0365822518766064,5
RENT3-06,0.0757907477268529,5
ITSA4-06,0.0121803891921677,5
WEGE3-06,0.172067420762521,5
BPAC11-06,0.132035687698755,5
SUZB3-06,0.0455500506400885,5
EQTL3-06,0.0792593647079101,5
RADL3-06,0.0945909330668204,5
PRIO3-06,0.365349967324667,5
GGBR4-06,0.115419203982409,5
RAIL3-06,0.00944434810150852,5
JBSS3-06,0.00490254768874721,5
CSAN3-06,0.0695879491623861,5
BBSE3-06,0.0324722643309783,5
ENEV3-06,0.0888426528192243,5
SBSP3-06,0.0343196316151262,5
CMIG4-06,0.0753177880452403,5
VIVT3-06,0.0348418293605055,5
HYPE3-06,0.0670219497955087,5
KLBN11-06,0.0623551857916695,5
TOTS3-06,0.0975571420983385,5
CCRO3-06,0.0118929962162346,5
CPLE6-06,0.115267839910385,5
ELET6-06,0.0581895636167107,5
ENGI11-06,0.0250732876683704,5
EGIE3-06,0.0364558328744373,5
TAEE11-06,0.0993450780488263,5
GOAU4-06,0.117987829637358,5
CSNA3-06,0.0102263905303737,5
MULT3-06,0.00984173524884846,5
CPFE3-06,0.0592125167940423,5
BRAP4-06,0.127470057750762,5
ENBR3-06,0.0616825221211494,5
SMTO3-06,0.100186626738902,5
CYRE3-06,0.0302467612638746,5
ARZZ3-06,0.0673153634028332,5
SLCE3-06,0.148041821006633,5
USIM5-06,0.00125695628983435,5
BEEF3-06,0.0714575694142832,5
DXCO3-06,0.0224752723938613,5
MRFG3-06,0.076486277020599,5
VALE3-07,0.0894823596397982,6
PETR4-07,0.169209100295522,6
ITUB4-07,0.020978916743106,6
PETR3-07,0.156407675854847,6
B3SA3-07,0.0412612421501779,6
ELET3-07,0.0420535397239228,6
BBAS3-07,0.0428081021675297,6
RENT3-07,0.0889696408232765,6
ITSA4-07,0.0142248295968637,6
WEGE3-07,0.203496116871594,6
BPAC11-07,0.155677890253286,6
SUZB3-07,0.053340942765093,6
EQTL3-07,0.0930670343073785,6
RADL3-07,0.111204063257389,6
PRIO3-07,0.438085304418051,6
GGBR4-07,0.135911431779115,6
RAIL3-07,0.0110270552717471,6
JBSS3-07,0.00572197252869588,6
CSAN3-07,0.0816479164131454,6
BBSE3-07,0.0379859129736504,6
ENEV3-07,0.104398934945112,6
SBSP3-07,0.0401530073354788,6
CMIG4-07,0.0884111153775513,6
VIVT3-07,0.0407656997622816,6
HYPE3-07,0.0786211015346909,6
KLBN11-07,0.0731193663938579,6
TOTS3-07,0.114717956039657,6
CCRO3-07,0.0138888685065437,6
CPLE6-07,0.13573159809816,6
ELET6-07,0.068211837464381,6
ENGI11-07,0.0293128687472552,6
EGIE3-07,0.0426597290021855,6
TAEE11-07,0.116836783186611,6
GOAU4-07,0.138963802222337,6
CSNA3-07,0.0119409276134339,6
MULT3-07,0.0114914157487536,6
CPFE3-07,0.0694166831666929,6
BRAP4-07,0.15024190797055,6
ENBR3-07,0.0723266823202948,6
SMTO3-07,0.117834275156734,6
CYRE3-07,0.0353760963795811,6
ARZZ3-07,0.0789671465123192,6
SLCE3-07,0.17476408392138,6
USIM5-07,0.00146660255639741,6
BEEF3-07,0.0838540552321487,6
DXCO3-07,0.0262699582669816,6
MRFG3-07,0.0897910765295509,6
VALE3-08,0.102903143570558,7
PETR4-08,0.195614217582819,7
ITUB4-08,0.0240116193227582,7
PETR3-08,0.18066535039019,7
B3SA3-08,0.0472930763539114,7
ELET3-08,0.0482038540783416,7
BBAS3-08,0.0490713457398591,7
RENT3-08,0.102309980951675,7
ITSA4-08,0.0162733994399613,7
WEGE3-08,0.235767565642858,7
BPAC11-08,0.179813852631562,7
SUZB3-08,0.0611898885433555,7
EQTL3-08,0.107051354437759,7
RADL3-08,0.128069338871779,7
PRIO3-08,0.514695420424314,7
GGBR4-08,0.156780138121799,7
RAIL3-08,0.0126122439675806,7
JBSS3-08,0.0065420655499222,7
CSAN3-08,0.0938438638890029,7
BBSE3-08,0.0435290058177846,7
ENEV3-08,0.120177469490075,7
SBSP3-08,0.046019282240237,7
CMIG4-08,0.101663870204262,7
VIVT3-08,0.0467234808927715,7
HYPE3-08,0.0903463428272271,7
KLBN11-08,0.0839926137051716,7
TOTS3-08,0.132147087250147,7
CCRO3-08,0.0158886774840461,7
CPLE6-08,0.156570840437976,7
ELET6-08,0.0783290337876936,7
ENGI11-08,0.033569984228744,7
EGIE3-08,0.0489007596859306,7
TAEE11-08,0.134606799252181,7
GOAU4-08,0.160333331350797,7
CSNA3-08,0.0136583745763357,7
MULT3-08,0.0131437911716914,7
CPFE3-08,0.0797191537131612,7
BRAP4-08,0.173473688065077,7
ENBR3-08,0.0830775581750005,7
SMTO3-08,0.135765002360573,7
CYRE3-08,0.0405309691428863,7
ARZZ3-08,0.0907461310603732,7
SLCE3-08,0.202108344503998,7
USIM5-08,0.00167629271934167,7
BEEF3-08,0.0963939651715282,7
DXCO3-08,0.0300787272590433,7
MRFG3-08,0.103260316304721,7
VALE3-09,0.116489251372533,8
PETR4-09,0.222615661240463,8
ITUB4-09,0.0270533302029596,8
PETR3-09,0.205431872096084,8
B3SA3-09,0.0533598518599701,8
ELET3-09,0.0543904682630629,8
BBAS3-09,0.0553722071825951,8
RENT3-09,0.11581374590669,8
ITSA4-09,0.0183261070622569,8
WEGE3-09,0.268904365279154,8
BPAC11-09,0.204453886849264,8
SUZB3-09,0.0690973205603358,8
EQTL3-09,0.121214585104614,8
RADL3-09,0.145190586841701,8
PRIO3-09,0.595386733739569,8
GGBR4-09,0.17803223958864,8
RAIL3-09,0.014199918079792,8
JBSS3-09,0.00736282729727944,8
CSAN3-09,0.106177324813162,8
BBSE3-09,0.0491017001024536,8
ENEV3-09,0.136181431771799,8
SBSP3-09,0.0519186418748525,8
CMIG4-09,0.115077993752787,8
VIVT3-09,0.0527153668712659,8
HYPE3-09,0.102199044340199,8
KLBN11-09,0.0949760328303539,8
TOTS3-09,0.149848730994509,8
CCRO3-09,0.0178924309135202,8
CPLE6-09,0.177792456590429,8
ELET6-09,0.0885420516118123,8
ENGI11-09,0.0378447066330381,8
EGIE3-09,0.055179147201355,8
TAEE11-09,0.152659554457188,8
GOAU4-09,0.182103801030907,8
CSNA3-09,0.0153787363576718,8
MULT3-09,0.0147988659200962,8
CPFE3-09,0.0901208754692202,8
BRAP4-09,0.197174687375683,8
ENBR3-09,0.0939362195894138,8
SMTO3-09,0.153983349102661,8
CYRE3-09,0.0457115066992064,8
ARZZ3-09,0.102653705693336,8
SLCE3-09,0.230089080611398,8
USIM5-09,0.00188602678785843,8
BEEF3-09,0.10907895861226,8
DXCO3-09,0.033901631636359,8
MRFG3-09,0.116896028740594,8
VALE3-10,0.130242719587145,9
PETR4-10,0.250226898549667,9
ITUB4-10,0.0301040761418501,9
PETR3-10,0.230717914932335,9
B3SA3-10,0.0594617710768695,9
ELET3-10,0.0606135965236692,9
BBAS3-10,0.0617109124336495,9
RENT3-10,0.129482937711784,9
ITSA4-10,0.0203829608213943,9
WEGE3-10,0.302929719948503,9
BPAC11-10,0.22960852028522,9
SUZB3-10,0.0770636746248952,9
EQTL3-10,0.135559015227228,9
RADL3-10,0.16257169218204,9
PRIO3-10,0.680376659143265,9
GGBR4-10,0.199674779827614,9
RAIL3-10,0.0157900815052641,9
JBSS3-10,0.00818425831606495,9
CSAN3-10,0.118649849696437,9
BBSE3-10,0.0547041539064239,9
ENEV3-10,0.152414042473698,9
SBSP3-10,0.0578512728312206,9
CMIG4-10,0.128655450887391,9
VIVT3-10,0.0587415529282764,9
HYPE3-10,0.11418059164064,9
KLBN11-10,0.106070740071483,9
TOTS3-10,0.167827148132347,9
CCRO3-10,0.01990013657506,9
CPLE6-10,0.199403462632698,9
ELET6-10,0.0988517984767037,9
ENGI11-10,0.0421371087802742,9
EGIE3-10,0.0614951151546139,9
TAEE11-10,0.170999547470665,9
GOAU4-10,0.204282733811479,9
CSNA3-10,0.017102017904417,9
MULT3-10,0.0164566444035945,9
CPFE3-10,0.100622804594129,9
BRAP4-10,0.221354382863319,9
ENBR3-10,0.10490374719427,9
SMTO3-10,0.172493928971607,9
CYRE3-10,0.0509178368269811,9
ARZZ3-10,0.11469127421727,9
SLCE3-10,0.258721107092659,9
USIM5-10,0.00209580477114057,9
BEEF3-10,0.121910714132776,9
DXCO3-10,0.0377387238592162,9
MRFG3-10,0.130700271350975,9
VALE3-11,0.144165609842944,10
PETR4-11,0.278461700933256,10
ITUB4-11,0.0331638839770512,10
PETR3-11,0.256534376763735,10
B3SA3-11,0.0655990375856406,10
ELET3-11,0.0668734543702434,10
BBAS3-11,0.0680876887879471,10
RENT3-11,0.143319582916059,10
ITSA4-11,0.0224439690918981,10
WEGE3-11,0.337867456032917,10
BPAC11-11,0.255288500179191,10
SUZB3-11,0.0850893897933145,10
EQTL3-11,0.150086963008527,10
RADL3-11,0.180216598872411,10
PRIO3-11,0.769894193600844,10
GGBR4-11,0.221714931890998,10
RAIL3-11,0.0173827381469889,10
JBSS3-11,0.00900635915202108,10
CSAN3-11,0.13126300653218,10
BBSE3-11,0.0603365261526414,10
ENEV3-11,0.168878568293052,10
SBSP3-11,0.0638173627535803,10
CMIG4-11,0.142398230397,10
VIVT3-11,0.0648022354118962,10
HYPE3-11,0.126292385357506,10
KLBN11-11,0.117277863041428,10
TOTS3-11,0.186086666143778,10
CCRO3-11,0.0219118022641043,10
CPLE6-11,0.221411003378128,10
ELET6-11,0.109259190517784,10
ENGI11-11,0.0464472637917646,10
EGIE3-11,0.0678488884902977,10
TAEE11-11,0.189631348540071,10
GOAU4-11,0.226877793381302,10
CSNA3-11,0.018828224171942,10
MULT3-11,0.0181171310390158,10
CPFE3-11,0.111225906458526,10
BRAP4-11,0.246022442897951,10
ENBR3-11,0.115981232454435,10
SMTO3-11,0.191301429560726,10
CYRE3-11,0.0561500879408268,10
ARZZ3-11,0.126860255763462,10
SLCE3-11,0.28801958363298,10
USIM5-11,0.00230562667838319,10
BEEF3-11,0.134890929732224,10
DXCO3-11,0.0415900565825973,10
MRFG3-11,0.144675127079447,10
VALE3-12,0.158260009164642,11
PETR4-12,0.307334150824321,11
ITUB4-12,0.0362327806259022,11
PETR3-12,0.282892384056857,11
B3SA3-12,0.0717718561466216,11
ELET3-12,0.0731702585848331,11
BBAS3-12,0.0745027649055763,11
RENT3-12,0.157325732894701,11
ITSA4-12,0.024509140265208,11
WEGE3-12,0.373742038812909,11
BPAC11-12,0.281504798223593,11
SUZB3-12,0.0931749083934916,11
EQTL3-12,0.164800776309722,11
RADL3-12,0.198129310752092,11
PRIO3-12,0.864180533273469,11
GGBR4-12,0.24416000061275,11
RAIL3-12,0.0189778919140793,11
JBSS3-12,0.00982913035133492,11
CSAN3-12,0.144018380993399,11
BBSE3-12,0.0659989766127373,11
ENEV3-12,0.185578322598406,11
SBSP3-12,0.0698171003444503,11
CMIG4-12,0.156308345286508,11
VIVT3-12,0.0708976117941977,11
HYPE3-12,0.138535841345409,11
KLBN11-12,0.128598540778453,11
TOTS3-12,0.204631680171073,11
CCRO3-12,0.0239274357914687,11
CPLE6-12,0.243822354738376,11
ELET6-12,0.119765152547325,11
ENGI11-12,0.0507752450912418,11
EGIE3-12,0.0742406934994435,11
TAEE11-12,0.20855960063018,11
GOAU4-12,0.24989678721725,11
CSNA3-12,0.020557360124027,11
MULT3-12,0.0197803302504056,11
CPFE3-12,0.121931155733169,11
BRAP4-12,0.271188731124506,11
ENBR3-12,0.127169777777525,11
SMTO3-12,0.210410613655124,11
CYRE3-12,0.0614083890947033,11
ARZZ3-12,0.139162084955722,11
SLCE3-12,0.318000022780226,11
USIM5-12,0.00251549251878336,11
BEEF3-12,0.148021323055163,11
DXCO3-12,0.045455682656901,11
MRFG3-12,0.15882270461367,11
KNIP11-01,0.00404646318274171,0
KNCR11-01,0.00524106885600184,0
HGLG11-01,0.00881928108775187,0
KNRI11-01,0.00588156069541523,0
IRDM11-01,0.00432721133440617,0
XPLG11-01,0.00779265391628248,0
CPTS11-01,0.00442731669887686,0
MXRF11-01,0.00621111620398329,0
XPML11-01,0.00421296078274103,0
HGRU11-01,0.0109481507977152,0
RECR11-01,0.00605167999782386,0
BTLG11-01,0.00508241895019679,0
VISC11-01,0.00681909124277857,0
HGBS11-01,0.000646334899633949,0
KNHY11-01,0.00390642792402751,0
BCFF11-01,0.0015058750678083,0
TGAR11-01,0.00840719808144286,0
HGCR11-01,0.00528339433034053,0
HGRE11-01,0.00156402814749712,0
VILG11-01,0.00486627435533959,0
BBPO11-01,0.000508460197575555,0
LVBI11-01,0.0063910044459794,0
RBVA11-01,0.00349310985057238,0
RBRR11-01,0.0046311622052857,0
MALL11-01,0.00823360570499809,0
ALZR11-01,0.00854869867829011,0
RBRF11-01,0.00100108343757799,0
VGIR11-01,0.0069082141391672,0
GGRC11-01,0.00390122376117441,0
GTWR11-01,0.00233955117361906,0
BTCI11-01,0.00812136597428492,0
SDIL11-01,0.00301021932915413,0
RBRY11-01,0.00658470308202874,0
RCRB11-01,0.0015582199757822,0
BCRI11-01,3.74669923155491E-05,0
KFOF11-01,0.00360774800000918,0
MFII11-01,0.00459256406920527,0
BCIA11-01,0.00333157526663941,0
PORD11-01,0.0056142131340986,0
OUJP11-01,0.00762274412359165,0
BPFF11-01,0.00134219700224714,0
VTLT11-01,0.0063971806132217,0
KNIP11-02,0.00810930022977274,1
KNCR11-02,0.0105096065147567,1
HGLG11-02,0.0177163418944084,1
KNRI11-02,0.0117977141470442,1
IRDM11-02,0.00867314742674496,1
XPLG11-02,0.015646033287624,1
CPTS11-02,0.00887423453090563,1
MXRF11-02,0.0124608103724659,1
XPML11-02,0.00844367060403894,1
HGRU11-02,0.0220161636013199,1
RECR11-02,0.0121399828264437,1
BTLG11-02,0.0101906688827789,1
VISC11-02,0.0136846824909347,1
HGBS11-02,0.00129308754807056,1
KNHY11-02,0.00782811602718048,1
BCFF11-02,0.00301401779533639,1
TGAR11-02,0.0168850771424665,1
HGCR11-02,0.0105947029163307,1
HGRE11-02,0.00313050247904023,1
VILG11-02,0.00975622933678078,1
BBPO11-02,0.00101717892692377,1
LVBI11-02,0.0128228538297872,1
RBVA11-02,0.00699842151757313,1
RBRR11-02,0.00928377207394315,1
MALL11-02,0.0165350036729015,1
ALZR11-02,0.0171704776056723,1
RBRF11-02,0.00200316904320474,1
VGIR11-02,0.0138641517009273,1
GGRC11-02,0.00781766706918341,1
GTWR11-02,0.00468457584693227,1
BTCI11-02,0.0163086885338581,1
SDIL11-02,0.00602950007871783,1
RBRY11-02,0.0132127644787361,1
RCRB11-02,0.00311886800105721,1
BCRI11-02,7.49353884068604E-05,1
KFOF11-02,0.00722851184564988,1
MFII11-02,0.00920621978314018,1
BCIA11-02,0.00667424992703602,1
PORD11-02,0.0112599456573121,1
OUJP11-02,0.0153035944751572,1
BPFF11-02,0.00268619549728721,1
VTLT11-02,0.0128352851462414,1
KNIP11-03,0.0121885773973318,2
KNCR11-03,0.0158057569421519,2
HGLG11-03,0.0266918683811737,2
KNRI11-03,0.0177486638142825,2
IRDM11-03,0.0130378893030012,2
XPLG11-03,0.0235606113264797,2
CPTS11-03,0.0133408402765109,2
MXRF11-03,0.0187493221176684,2
XPML11-03,0.0126922042398971,2
HGRU11-03,0.0332053506781296,2
RECR11-03,0.0182651301155123,2
BTLG11-03,0.0153248810816207,2
VISC11-03,0.0205970908322475,2
HGBS11-03,0.00194025821531518,2
KNHY11-03,0.0117651239222492,2
BCFF11-03,0.00452443159739646,2
TGAR11-03,0.0254342314120666,2
HGCR11-03,0.0159340732399911,2
HGRE11-03,0.00469942682053026,2
VILG11-03,0.0146699801807468,2
BBPO11-03,0.00152615631949748,2
LVBI11-03,0.0192958091916029,2
RBVA11-03,0.010515977623287,2
RBRR11-03,0.0139579289335803,2
MALL11-03,0.0249047520784729,2
ALZR11-03,0.0258659615231756,2
RBRF11-03,0.00300625782013442,2
VGIR11-03,0.0208681423689023,2
GGRC11-03,0.0117493892988849,2
GTWR11-03,0.00703508682547205,2
BTCI11-03,0.0245625033362873,2
SDIL11-03,0.00905786952555387,2
RBRY11-03,0.0198844696917502,2
RCRB11-03,0.00468194785926035,2
BCRI11-03,0.000112405188326115,2
KFOF11-03,0.0108623384948132,2
MFII11-03,0.0138410640065347,2
BCIA11-03,0.0100280609596557,2
PORD11-03,0.0169373745262091,2
OUJP11-03,0.0230429939836041,2
BPFF11-03,0.00403199790307851,2
VTLT11-03,0.0193145753967658,2
KNIP11-04,0.0162843612097618,3
KNCR11-04,0.0211296648586088,3
HGLG11-04,0.0357465525589362,3
KNRI11-04,0.0237346143531838,3
IRDM11-04,0.0174215183397761,3
XPLG11-04,0.0315368649328858,3
CPTS11-04,0.017827221100321,3
MXRF11-04,0.0250768925400704,3
XPML11-04,0.0169586367813472,3
HGRU11-04,0.0445170386623599,3
RECR11-04,0.0244273448359138,3
BTLG11-04,0.020485187497836,3
VISC11-04,0.0275566355167469,3
HGBS11-04,0.00258784717154792,3
KNHY11-04,0.015717511454896,3
BCFF11-04,0.00603711989394307,3
TGAR11-04,0.0340552601150401,3
HGCR11-04,0.021301653562547,3
HGRE11-04,0.0062708050038518,3
VILG11-04,0.0196076426844334,3
BBPO11-04,0.00203539250681661,3
LVBI11-04,0.0258101332399145,3
RBVA11-04,0.0140458209388838,3
RBRR11-04,0.0186537325718072,3
MALL11-04,0.0333434136922659,3
ALZR11-04,0.0346357805125512,3
RBRF11-04,0.00401035077262524,3
VGIR11-04,0.0279205181042408,3
GGRC11-04,0.0156964500567713,3
GTWR11-04,0.00939109694473039,3
BTCI11-04,0.0328833503894108,3
SDIL11-04,0.0120953550286347,3
RBRY11-04,0.0266001061026426,3
RCRB11-04,0.00624746333972226,3
BCRI11-04,0.000149876392125936,3
KFOF11-04,0.0145092750748024,3
MFII11-04,0.018497194048976,3
BCIA11-04,0.0133930454661606,3
PORD11-04,0.0226466776908298,3
OUJP11-04,0.0308413889541741,3
BPFF11-04,0.00537960664082426,3
VTLT11-04,0.0258353148372683,3
KNIP11-05,0.0203967184605933,4
KNCR11-05,0.0264814757430387,4
HGLG11-05,0.0448810925416234,4
KNRI11-05,0.0297557716234995,4
IRDM11-05,0.0218241162658048,4
XPLG11-05,0.0395752747231948,4
CPTS11-05,0.0223334645528697,4
MXRF11-05,0.031443764237655,4
XPML11-05,0.0212430436357769,4
HGRU11-05,0.0559525687124185,4
RECR11-05,0.0306268513078811,4
BTLG11-05,0.0256717207531703,4
VISC11-05,0.0345636379714582,4
HGBS11-05,0.00323585468712384,4
KNHY11-05,0.019685338704567,4
BCFF11-05,0.00755208611008107,4
TGAR11-05,0.0427487675139853,4
HGCR11-05,0.0266975929285467,4
HGRE11-05,0.00784464086688241,4
