Ativo,Rentabilidade,Vencimento
VILG11-05,0.024569333208537,4
BBPO11-05,0.00254488762046834,4
LVBI11-05,0.0323660903621814,4
RBVA11-05,0.0175879943849373,4
RBRR11-05,0.023371283238367,4
MALL11-05,0.0418515559184647,4
ALZR11-05,0.0434805700419305,4
RBRF11-05,0.00501544890594041,4
VGIR11-05,0.0350216131613486,4
GGRC11-05,0.0196589091818733,4
GTWR11-05,0.0117526190702282,4
BTCI11-05,0.0412717740866688,4
SDIL11-05,0.015141984029289,4
RBRY11-05,0.0333599629853079,4
RCRB11-05,0.0078154182376784,4
BCRI11-05,0.000187348999859172,4
KFOF11-05,0.0181693688829443,4
MFII11-05,0.0231747076669515,4
BCIA11-05,0.0167692406718201,4
PORD11-05,0.028388034100264,4
OUJP11-05,0.0386992290941797,4
BPFF11-05,0.00672902413497822,4
VTLT11-05,0.0323977686257035,4
KNIP11-06,0.0245257162136345,5
KNCR11-06,0.0318613358368183,5
HGLG11-06,0.0540961926000252,5
KNRI11-06,0.0358123426957573,5
IRDM11-06,0.0262457651634798,5
XPLG11-06,0.0476763250590371,5
CPTS11-06,0.0268596585723051,5
MXRF11-06,0.037850181315209,5
XPML11-06,0.0255455005282614,5
HGRU11-06,0.0675132966699168,5
RECR11-06,0.0368638752091612,5
BTLG11-06,0.0308846141434069,5
VISC11-06,0.0416184218152467,5
HGBS11-06,0.00388428103257232,5
KNHY11-06,0.023668665985404,5
BCFF11-06,0.00906933367607232,5
TGAR11-06,0.0515153629516558,5
HGCR11-06,0.0321220411699994,5
HGRE11-06,0.00942093825350221,5
VILG11-06,0.0295551686799971,5
BBPO11-06,0.00305464179210624,5
LVBI11-06,0.0389639466355645,5
RBVA11-06,0.0211425410319477,5
RBRR11-06,0.0281106816472751,5
MALL11-06,0.050429750833036,5
ALZR11-06,0.0524009710118694,5
RBRF11-06,0.00602155322635012,5
VGIR11-06,0.0421717641037336,5
GGRC11-06,0.0236368267466667,5
GTWR11-06,0.0141196660975862,5
BTCI11-06,0.0497283232427197,5
SDIL11-06,0.0181977840514498,5
RBRY11-06,0.0401643315184224,5
RCRB11-06,0.00938581635427749,5
BCRI11-06,0.000224823011578446,5
KFOF11-06,0.0218426673872023,5
MFII11-06,0.0278737030659024,5
BCIA11-06,0.020156683925922,5
PORD11-06,0.0341616237082594,5
OUJP11-06,0.0466169675389365,5
BPFF11-06,0.00808025281324731,5
VTLT11-06,0.0390022036162891,5
KNIP11-07,0.0286714218040651,6
KNCR11-07,0.0372693921477849,6
HGLG11-07,0.0633925632160939,6
KNRI11-07,0.0419045358583825,6
IRDM11-07,0.0306865474703817,6
XPLG11-07,0.0558405040765049,6
CPTS11-07,0.0314058914861053,6
MXRF11-07,0.0442963893936827,6
XPML11-07,0.0298660835029034,6
HGRU11-07,0.0792005932204249,6
RECR11-07,0.0431386435832306,6
BTLG11-07,0.0361240016417959,6
VISC11-07,0.048721312873764,6
HGBS11-07,0.00453312647859772,6
KNHY11-07,0.0276675538471614,6
BCFF11-07,0.010588866027345,6
TGAR11-07,0.0603556608936706,6
HGCR11-07,0.0375751489105365,6
HGRE11-07,0.0109997010136036,6
VILG11-07,0.034565266594752,6
BBPO11-07,0.00356465515345095,6
LVBI11-07,0.0456039698377244,6
RBVA11-07,0.0247095041008649,6
RBRR11-07,0.0328720289789706,6
MALL11-07,0.0590785752221945,6
ALZR11-07,0.0613976298017895,6
RBRF11-07,0.00702866474113129,6
VGIR11-07,0.049371309819956,6
GGRC11-07,0.0276302630579839,6
GTWR11-07,0.0164922509525951,6
BTCI11-07,0.0582535511293463,6
SDIL11-07,0.0212627827019032,6
RBRY11-07,0.047013504797988,6
RCRB11-07,0.0109586614965917,6
BCRI11-07,0.000262298427336161,6
KFOF11-07,0.0255292182267925,6
MFII11-07,0.0325942789022837,6
BCIA11-07,0.0235554127021864,6
PORD11-07,0.039967627478863,6
OUJP11-07,0.0545950608778953,6
BPFF11-07,0.00943329510659785,6
VTLT11-07,0.0456488883703579,6
KNIP11-08,0.0328339028395339,7
KNCR11-08,0.0427057924542544,7
HGLG11-08,0.0727709211377214,7
KNRI11-08,0.0480325606248619,7
IRDM11-08,0.0351465459808156,7
XPLG11-08,0.0640683037155665,7
CPTS11-08,0.0359722520128016,7
MXRF11-08,0.0507826356196073,7
XPML11-08,0.0342048689241763,7
HGRU11-08,0.0910158440559861,7
RECR11-08,0.0494513848475604,7
BTLG11-08,0.0413900179024937,7
VISC11-08,0.0558726391944968,7
HGBS11-08,0.00518239129607911,7
KNHY11-08,0.0316820630761268,7
BCFF11-08,0.0121106866045002,7
TGAR11-08,0.0692702809715831,7
HGCR11-08,0.0430570675695925,7
HGRE11-08,0.0125809330030999,7
VILG11-08,0.0395997450205072,7
BBPO11-08,0.00407492783629015,7
LVBI11-08,0.052286429457691,7
RBVA11-08,0.0282889269636151,7
RBRR11-08,0.0376554268824747,7
MALL11-08,0.0677986106211852,7
ALZR11-08,0.0704711983168163,7
RBRF11-08,0.00803678445856981,7
VGIR11-08,0.0566205915396907,7
GGRC11-08,0.0316392786579274,7
GTWR11-08,0.0188703865912858,7
BTCI11-08,0.0668480155116544,7
SDIL11-08,0.024337007670538,7
RBRY11-08,0.0539077778499573,7
RCRB11-08,0.0125339574776258,7
BCRI11-08,0.000299775247184941,7
KFOF11-08,0.0292290692128012,7
MFII11-08,0.0373365342856373,7
BCIA11-08,0.0269654645991799,7
PORD11-08,0.0458062273920921,7
OUJP11-08,0.062633969180971,7
BPFF11-08,0.0107881534492587,7
VTLT11-08,0.0523380931672774,7
KNIP11-09,0.0370132272012613,8
KNCR11-09,0.0481706853090591,8
HGLG11-09,0.0822319894340016,8
KNRI11-09,0.0541966277409485,8
IRDM11-09,0.0396258438473551,8
XPLG11-09,0.0723602197497077,8
CPTS11-09,0.0405588292637109,8
MXRF11-09,0.0573091686745684,8
XPML11-09,0.0385619334782736,8
HGRU11-09,0.102960450039407,8
RECR11-09,0.0558023288019309,8
BTLG11-09,0.046682798264027,8
VISC11-09,0.0630727310619175,8
HGBS11-09,0.00583207575607148,8
KNHY11-09,0.0357122546960456,8
BCFF11-09,0.0136347988533201,8
TGAR11-09,0.0782598480263115,8
HGCR11-09,0.0485679493666114,8
HGRE11-09,0.0141646380839355,8
VILG11-09,0.0446587225995183,8
BBPO11-09,0.00458545997247861,8
LVBI11-09,0.0590115967067988,8
RBVA11-09,0.0318808531436261,8
RBRR11-09,0.0424609774775626,8
MALL11-09,0.0765904433533848,8
ALZR11-09,0.0796223340350148,8
RBRF11-09,0.00904591338796057,8
VGIR11-09,0.0639199528499006,8
GGRC11-09,0.0356639343247884,8
GTWR11-09,0.0212540860000014,8
BTCI11-09,0.0755122786845641,8
SDIL11-09,0.0274204867305958,8
RBRY11-09,0.0608474476429399,8
RCRB11-09,0.0141117081163251,8
BCRI11-09,0.000337253471177412,8
KFOF11-09,0.032942268328805,8
MFII11-09,0.0421005687806713,8
BCIA11-09,0.0303868773407314,8
PORD11-09,0.0516776064496389,8
OUJP11-09,0.0707341560250743,8
BPFF11-09,0.0121448302787253,8
VTLT11-09,0.0590700900154417,8
KNIP11-10,0.0412094630451474,9
KNCR11-10,0.0536642200436064,9
HGLG11-10,0.0917764975509767,9
KNRI11-10,0.060396949191909,9
IRDM11-10,0.0441245245823931,9
XPLG11-10,0.0807167518158058,9
CPTS11-10,0.0451657127446736,9
MXRF11-10,0.0638762387847431,9
XPML11-10,0.0429373541744651,9
HGRU11-10,0.115035827370355,9
RECR11-10,0.0621917066367974,9
BTLG11-10,0.0520024787527691,9
VISC11-10,0.0703219210127386,9
HGBS11-10,0.00648218012980384,9
KNHY11-10,0.0397581899690478,9
BCFF11-10,0.0151612062247761,9
TGAR11-10,0.0873249921519352,9
HGCR11-10,0.0541079473252715,9
HGRE11-10,0.015750820124095,9
VILG11-10,0.0497423185513861,9
BBPO11-10,0.00509625169393768,9
LVBI11-10,0.0657797445296957,9
RBVA11-10,0.0354853263163593,9
RBRR11-10,0.0472887833569418,9
MALL11-10,0.0854546645697256,9
ALZR11-10,0.0888517000550324,9
RBRF11-10,0.010056052539609,9
VGIR11-10,0.0712697397111204,9
GGRC11-10,0.0397042910739676,9
GTWR11-10,0.0236433621954661,9
BTCI11-10,0.0842469075095986,9
SDIL11-10,0.0305132477389212,9
RBRY11-10,0.0678328131009966,9
RCRB11-10,0.0156919172375865,9
BCRI11-10,0.000374733099366198,9
KFOF11-10,0.0366688637314931,9
MFII11-10,0.0468864824093518,9
BCIA11-10,0.0338196887763496,9
PORD11-10,0.0575819486806057,9
OUJP11-10,0.0788960885208432,9
BPFF11-10,0.0135033280357653,9
VTLT11-10,0.0658451526633315,9
KNIP11-11,0.045422678802882,10
KNCR11-11,0.0591865467719603,10
HGLG11-11,0.10140518136788,10
KNRI11-11,0.0666337382098143,10
IRDM11-11,0.0486426720596975,10
XPLG11-11,0.0891384034442355,10
CPTS11-11,0.0497929923578015,10
MXRF11-11,0.0704840977304919,10
XPML11-11,0.0473312083464579,10
HGRU11-11,0.12724340775326,10
RECR11-11,0.0686197509417057,10
BTLG11-11,0.0573491960864363,10
VISC11-11,0.0776205438512705,10
HGBS11-11,0.00713270468868155,10
KNHY11-11,0.0438199303965789,10
BCFF11-11,0.0166899121750361,10
TGAR11-11,0.0964663487398598,10
HGCR11-11,0.0596772152777367,10
HGRE11-11,0.0173394829976123,10
VILG11-11,0.0548506526758676,10
BBPO11-11,0.00560730313265645,10
LVBI11-11,0.0725911476154197,10
RBVA11-11,0.0391023903098382,10
RBRR11-11,0.0521389475884442,10
MALL11-11,0.0943918702884436,10
ALZR11-11,0.0981599651441465,10
RBRF11-11,0.0110672029248315,10
VGIR11-11,0.0786703004738549,10
GGRC11-11,0.0437604101589002,10
GTWR11-11,0.0260382282248579,10
BTCI11-11,0.0930524734519709,10
SDIL11-11,0.0336153186362143,10
RBRY11-11,0.0748641751165142,10
RCRB11-11,0.0172745886722665,10
BCRI11-11,0.000412214131803923,10
KFOF11-11,0.0404089037512922,10
MFII11-11,0.0516943756530017,10
BCIA11-11,0.0372639368816416,10
PORD11-11,0.0635194391472738,10
OUJP11-11,0.0871202373395814,10
BPFF11-11,0.0148636491644225,10
VTLT11-11,0.0726635566106457,10
KNIP11-12,0.049652943183061,11
KNCR11-12,0.0647378163949428,11
HGLG11-12,0.11111878325387,11
KNRI11-12,0.0729072092808729,11
IRDM11-12,0.0531803705159763,11
XPLG11-12,0.097625682089209,11
CPTS11-12,0.0544407584032311,11
MXRF11-12,0.0771329988560121,11
XPML11-12,0.0517435736537621,11
HGRU11-12,0.139584638567074,11
RECR11-12,0.075086695713759,11
BTLG11-12,0.0627230876776013,11
VISC11-12,0.0849689366648851,11
HGBS11-12,0.00778364970428469,11
KNHY11-12,0.0478975377203366,11
BCFF11-12,0.0182209201654726,11
TGAR11-12,0.105684558523352,11
HGCR11-12,0.065275907868926,11
HGRE11-12,0.0189306305845807,11
VILG11-12,0.0599838453556973,11
BBPO11-12,0.00611861442069062,11
LVBI11-12,0.0794460824085479,11
RBVA11-12,0.042732089105183,11
RBRR11-12,0.057011573717225,11
MALL11-12,0.103402661435154,11
ALZR11-12,0.107547803786725,11
RBRF11-12,0.0120793655559579,11
VGIR11-12,0.0861219858950881,11
GGRC11-12,0.0478323530719853,11
GTWR11-12,0.0284386971658794,11
BTCI11-12,0.101929552617972,11
SDIL11-12,0.0367267274472827,11
RBRY11-12,0.0819418365631663,11
RCRB11-12,0.018859726257191,11
BCRI11-12,0.000449696568543434,11
KFOF11-12,0.0441624368929927,11
MFII11-12,0.0565243494544108,11
BCIA11-12,0.0407196597587334,11
PORD11-12,0.0694902639509036,11
OUJP11-12,0.0954070767403994,11
BPFF11-12,0.0162257961120207,11
VTLT11-12,0.0795255791195046,11
RF01-01,0.0108435117532959,0
RF01-02,0.0218046052537357,1
RF01-03,0.0328845555003765,2
RF01-04,0.0440846513177426,3
RF01-05,0.0554061955057423,4
RF01-06,0.0668505049912103,5
RF01-07,0.078418910981092,6
RF01-08,0.0901127591172921,7
RF01-09,0.101933409633198,8
RF01-10,0.113882237511905,9
RF01-11,0.125960632646153,10
RF01-12,0.13817,11
RF02-01,0.0109160138045556,0
RF02-02,0.0219511869664928,1
RF02-03,0.033106820231001,2
RF02-04,0.0443842285422233,3
RF02-05,0.0557847411982506,4
RF02-06,0.0673097020078099,5
RF02-07,0.0789604694486634,6
RF02-08,0.090738416827735,7
RF02-09,0.102644932442986,8
RF02-10,0.114681419747057,9
RF02-11,0.126849297512698,10
RF02-12,0.13915,11
RF03-01,0.008286689726134,0
RF03-02,0.0166420486788852,1
RF03-03,0.0250666458988285,2
RF03-04,0.0335610551420009,3
RF03-05,0.0421258549189785,4
RF03-06,0.0507616285342742,5
RF03-07,0.0594689641260651,6
RF03-08,0.0682484547062463,7
RF03-09,0.0771006982008193,8
RF03-10,0.0860262974906119,9
RF03-11,0.0950258604523386,10
RF03-12,0.1041,11
RF04-01,0.00852230195806136,0
RF04-02,0.0171172335467871,1
RF04-03,0.0257854137378208,2
RF04-04,0.0345274667778694,3
RF04-05,0.043344022233659,4
RF04-06,0.0522357150372723,5
RF04-07,0.0612031855318766,6
RF04-08,0.070247079517836,7
RF04-09,0.0793680482992203,8
RF04-10,0.0885667487307096,9
RF04-11,0.0978438432648978,10
RF04-12,0.1072,11
FX01-01,0.00511906305817078,0
FX01-02,0.0102643309229351,1
FX01-03,0.0154359377383502,2
FX01-04,0.0206340183351656,3
FX01-05,0.0258587082343376,4
FX01-06,0.0311101436505625,5
FX01-07,0.0363884614958294,6
FX01-08,0.0416937993829871,7
FX01-09,0.0470262956293339,8
FX01-10,0.0523860892602235,9
FX01-11,0.0577733200126882,10
FX01-12,0.0631881283390838,11
